window_ms,comparison,feature,mean_a,mean_b,mean_difference_b_minus_a,ci_lo,ci_hi,p_value,effect_size,test,bootstrap_unit,q_value_bh,is_primary_window
100,english_fake_minus_real,silence_frac,0.03916142783447867,0.00014645825722254814,-0.03901496957725612,-0.04846874752831354,-0.03063752857507643,1.781293897222056e-17,-0.8799005909947973,Wilcoxon signed-rank + pair bootstrap,pair,4.45323474305514e-17,False
100,english_fake_minus_real,gini,0.40621785843293445,0.30721321967516274,-0.09900463875777171,-0.13254420060336322,-0.06527444333426208,2.232679900122646e-06,-0.5692533195963441,Wilcoxon signed-rank + pair bootstrap,pair,3.1895427144609226e-06,False
100,english_fake_minus_real,entropy,15.47609253931684,15.709696866574047,0.23360432725720692,0.15893833644792496,0.31012808134826053,1.4089667001638243e-07,0.5937047395203346,Wilcoxon signed-rank + pair bootstrap,pair,2.3482778336063738e-07,False
100,english_fake_minus_real,topk_1pct,0.026770635898614656,0.03282397981479851,0.006053343916183859,0.0016684613119982252,0.010435156323246236,0.0362653406125505,0.27044622933755813,Wilcoxon signed-rank + pair bootstrap,pair,0.045331675765688126,False
100,english_fake_minus_real,topk_5pct,0.12421313787073958,0.1351423036205576,0.010929165749818054,-0.0016106646047724443,0.02419730290140632,0.17771520952175224,0.16936303791296767,Wilcoxon signed-rank + pair bootstrap,pair,0.19746134391305803,False
100,english_fake_minus_real,topk_10pct,0.2318921272922223,0.23167715906930864,-0.00021496822291372815,-0.017422484013466636,0.017539755262023733,0.8392435483441993,-0.0022900419487013445,Wilcoxon signed-rank + pair bootstrap,pair,0.8392435483441993,False
100,hindi_fake_minus_real,low_frac,0.839517512288768,0.3910694753828174,-0.4484480369059508,-0.4828958679595143,-0.4103923030997262,9.893009181510365e-18,-2.4971590917552478,Wilcoxon signed-rank + pair bootstrap,pair,4.5774167475349573e-17,False
100,hindi_fake_minus_real,mid_frac,0.1198338742885293,0.328923131089373,0.20908925680084367,0.19069969152895816,0.2265811983306937,1.3732250242604873e-17,2.325490138009964,Wilcoxon signed-rank + pair bootstrap,pair,4.5774167475349573e-17,False
100,hindi_fake_minus_real,high_frac,0.040648613422702554,0.28000739352780973,0.23935878010510725,0.22067891701525336,0.25906046195677446,3.896559845095909e-18,2.4413705315708203,Wilcoxon signed-rank + pair bootstrap,pair,3.8965598450959094e-17,False
100,hindi_fake_minus_real,speech_frac,0.9450699728727341,0.987786962389946,0.042716989517211916,0.03283572262525559,0.05470085167884827,3.776125830841551e-14,0.7822259391158608,Wilcoxon signed-rank + pair bootstrap,pair,7.552251661683102e-14,False
100,hindi_fake_minus_real,silence_frac,0.05493002511793747,0.01221303567290306,-0.042716989445034416,-0.05369841533969156,-0.03248202435887652,3.776125830841551e-14,-0.7822259480943947,Wilcoxon signed-rank + pair bootstrap,pair,7.552251661683102e-14,False
