english_row,hindi_row,distance,english_pair_id,hindi_pair_id
331,756,0.7521553118893775,331,756
335,1102,0.6215623355842258,335,1102
338,932,0.8057322664390335,338,932
339,1057,0.5565321031082673,339,1057
340,1101,0.6039452918254932,340,1101
347,288,0.20680831497210947,347,288
351,922,0.7301520878839057,351,922
356,446,0.8023630547670858,356,446
364,420,0.7790605285473992,364,420
369,1105,0.9095803148664231,369,1105
377,627,0.9858034378442817,377,627
378,1021,0.41082464539968727,378,1021
379,1054,0.5914084880659937,379,1054
380,94,0.9570408975553185,380,94
383,1103,0.8068467790835794,383,1103
385,1056,0.9327276600943534,385,1056
403,1083,0.42700884514533605,403,1083
406,561,0.9252623599667936,406,561
410,148,0.94376487031207,410,148
419,571,0.5265848056383521,419,571
426,545,0.31949663885051166,426,545
427,1076,0.619831732113838,427,1076
429,138,0.6314268619028698,429,138
431,1008,0.6532381633920908,431,1008
434,591,0.7218576331722201,434,591
445,1062,0.8285131267674913,445,1062
447,1072,0.5883098424200447,447,1072
456,418,0.570951019844711,456,418
458,1111,0.5797133730981501,458,1111
459,1107,0.37370924762760654,459,1107
462,868,0.859867365169294,462,868
467,46,0.8293178216382441,467,46
469,1050,0.37565225315678885,469,1050
470,1113,0.5056207150132388,470,1113
472,163,0.36430290127653076,472,163
481,873,0.9388337468237696,481,873
488,1011,0.8217081658588958,488,1011
497,907,0.7903847308272991,497,907
498,1034,0.6405309230576316,498,1034
504,1067,0.3530670829386702,504,1067
506,977,0.8499424366714917,506,977
507,664,0.924473822161899,507,664
509,1032,0.7698217263932118,509,1032
512,92,0.5184385047407769,512,92
515,1108,0.4150345045704112,515,1108
527,771,0.33484463624059907,527,771
533,688,0.7485988269958755,533,688
534,1078,0.44005417864550844,534,1078
540,510,0.7530496935030069,540,510
541,152,0.6682729522897961,541,152
557,712,0.6938477715395415,557,712
560,1053,0.8930689248665121,560,1053
566,155,0.9879273888027997,566,155
576,837,0.9970148324961553,576,837
592,672,0.37633060201700363,592,672
596,390,0.3865433445457883,596,390
600,53,0.25991064775487277,600,53
617,1115,0.8179012037533627,617,1115
618,601,0.844360869388401,618,601
620,245,0.9896686635059401,620,245
622,1001,0.7911985670247644,622,1001
624,923,0.7489404313929422,624,923
627,949,0.6657037938998388,627,949
632,772,0.893557014803379,632,772
635,1029,0.5221595815599229,635,1029
637,1120,0.5688289375899424,637,1120
642,606,0.977465240607198,642,606
646,547,0.761677948257181,646,547
651,749,0.2850778829892761,651,749
655,560,0.5197089424535921,655,560
656,1088,0.4941031040132738,656,1088
657,434,0.78416204147461,657,434
669,1106,0.5895778716312062,669,1106
673,595,0.9816765049644323,673,595
678,1093,0.9570944920747773,678,1093
680,806,0.8152927300527207,680,806
683,466,0.6383571413955589,683,466
684,942,0.8797208173386606,684,942
690,696,0.45054908050437553,690,696
703,1114,0.6816001333025732,703,1114
706,562,0.6748155381220463,706,562
713,369,0.4317430182131116,713,369
719,940,0.4873652784265112,719,940
720,1099,0.7444975345716801,720,1099
728,1043,0.36278778590196015,728,1043
732,1094,0.5682265159176754,732,1094
736,1051,0.7876444186038175,736,1051
744,1031,0.9860846739588786,744,1031
747,162,0.5279032050498366,747,162
748,845,0.9975029695496823,748,845
751,34,0.5581252518755563,751,34
755,1052,0.7348195169687128,755,1052
757,1047,0.5076631722699481,757,1047
767,950,0.7708220797913806,767,950
769,643,0.49667808892396204,769,643
773,991,0.9575893891869669,773,991
774,1116,0.33820030738012763,774,1116
784,346,0.751247544762849,784,346
790,1097,0.7539346327105741,790,1097
793,1046,0.6725469013488854,793,1046
794,1079,0.774895090505456,794,1079
796,1025,0.6752529668470264,796,1025
816,472,0.5563944513183052,816,472
820,257,0.9614556749570665,820,257
827,990,0.6197751037230483,827,990
831,189,0.6467696341525145,831,189
834,747,0.5807801131059955,834,747
837,693,0.6435914128836518,837,693
844,296,0.8623362523787106,844,296
848,62,0.906097706237342,848,62
850,792,0.8538558936427352,850,792
851,357,0.8900044573645561,851,357
852,1112,0.37188797946645763,852,1112
855,600,0.6528903053720616,855,600
856,50,0.9576558383009486,856,50
859,710,0.9965761518712744,859,710
861,821,0.7069471112827851,861,821
862,111,0.39257606212489177,862,111
866,1084,0.7042319793205133,866,1084
868,353,0.7828846888070605,868,353
873,812,0.7214373904149874,873,812
876,1070,0.41888953901035575,876,1070
877,1030,0.812335369575641,877,1030
882,1077,0.8812376342856914,882,1077
894,407,0.919341311210129,894,407
896,457,0.9946804315062217,896,457
897,1122,0.6934775165311682,897,1122
904,1100,0.95858871171079,904,1100
905,1086,0.3516553107643992,905,1086
906,1109,0.8785697720322672,906,1109
907,411,0.646584627763013,907,411
921,973,0.9008890726215006,921,973
926,1092,0.369448953631441,926,1092
927,28,0.6419565294588653,927,28
929,310,0.17294521279434602,929,310
931,1089,0.6701588959654311,931,1089
932,108,0.4930734836622014,932,108
933,1117,0.6375860249814151,933,1117
937,507,0.7188009970104472,937,507
938,1080,0.9220647347234511,938,1080
940,716,0.75571352560342,940,716
941,1121,0.5796499580943338,941,1121
950,225,0.3971088361858945,950,225
951,216,0.7008464573874581,951,216
955,665,0.5740596852820402,955,665
956,90,0.7114829512393493,956,90
957,230,0.942413600237722,957,230
966,409,0.455143210453642,966,409
967,941,0.6721655450370821,967,941
969,770,0.9038123494474604,969,770
973,767,0.5091422339052809,973,767
978,1049,0.6385902834091449,978,1049
987,39,0.4937874947616016,987,39
998,1007,0.7822626570134272,998,1007
1005,1065,0.32971446907879465,1005,1065
1007,930,0.1525365392288087,1007,930
1008,95,0.9520300046128806,1008,95
1011,408,0.7303325941033686,1011,408
1012,1037,0.5453643362784995,1012,1037
1018,1063,0.506808806588246,1018,1063
1019,290,0.5336305189860873,1019,290
1037,503,0.6754780976081486,1037,503
1043,1035,0.9017616387170513,1043,1035
1046,59,0.9008855243518249,1046,59
1051,1073,0.394099100243355,1051,1073
1058,396,0.870041456444063,1058,396
1067,1042,0.9552638366025336,1067,1042
1068,905,0.6045517510706215,1068,905
1071,1006,0.8039917050576537,1071,1006
1074,1027,0.8180309636709382,1074,1027
1086,205,0.9126979191404582,1086,205
1096,622,0.5214213845056205,1096,622
1097,1016,0.697019373638504,1097,1016
1099,83,0.5942315684776895,1099,83
1100,1058,0.634178752962374,1100,1058
1109,1019,0.9129857912129443,1109,1019
1116,254,0.4430265163998922,1116,254
1119,1066,0.8447207704495123,1119,1066
1123,1124,0.9364386507711479,1123,1124
